File,,Mean_4,Mean_5,Mean_6,Mean_7,Mean_10,Mean_11,Mean_12,Mean_13,Mean_14,Mean_15,Mean_16,Mean_17,Mean_18,Mean_24,Mean_26,Mean_28,Mean_30,Mean_43,Mean_44,Mean_45,Mean_46,Mean_49,Mean_50,Mean_51,Mean_52,Mean_53,Mean_54,Mean_58,Mean_60,Mean_85,Mean_91,Mean_92,Mean_630,Mean_631,Mean_632,Mean_1002,Mean_1003,Mean_1005,Mean_1006,Mean_1007,Mean_1008,Mean_1009,Mean_1010,Mean_1011,Mean_1012,Mean_1013,Mean_1014,Mean_1015,Mean_1016,Mean_1017,Mean_1018,Mean_1019,Mean_1020,Mean_1021,Mean_1022,Mean_1023,Mean_1024,Mean_1025,Mean_1026,Mean_1027,Mean_1028,Mean_1029,Mean_1030,Mean_1031,Mean_1034,Mean_1035,Mean_2002,Mean_2003,Mean_2005,Mean_2006,Mean_2007,Mean_2008,Mean_2009,Mean_2010,Mean_2011,Mean_2012,Mean_2013,Mean_2014,Mean_2015,Mean_2016,Mean_2017,Mean_2018,Mean_2019,Mean_2020,Mean_2021,Mean_2022,Mean_2023,Mean_2024,Mean_2025,Mean_2026,Mean_2027,Mean_2028,Mean_2029,Mean_2030,Mean_2031,Mean_2034,Mean_2035
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051131_anat_thickness.nii.gz,NYU_0051131,0.014265,1.462835,0.066071,0.000019,0.002305,0,0,0,0,0,0.000186,2.472623,4.478727,0,0.003455,0.03312,0,0.008622,0.979348,0.062083,0,0.00166,0,0.000038,0,2.310685,4.327455,0.001544,0.028081,0,0.028286,0,0.000729,0.000018,0,2.34087,1.824019,1.60992,3.646998,3.623838,2.666186,3.141926,2.346628,2.299899,2.52773,2.336186,2.478862,3.16414,2.964736,1.320397,2.149091,2.121268,1.818719,1.739689,1.30715,2.146986,1.762692,2.08856,3.221106,2.088842,1.963343,1.414452,2.242602,2.165282,1.649699,3.088426,2.046676,1.856206,1.643278,3.415994,3.283334,2.779166,3.198392,2.25328,2.240485,2.581996,2.372446,2.694415,2.908608,2.516152,1.394615,2.214699,2.266646,2.054908,1.753188,1.300639,2.345748,1.733616,2.088001,2.995569,2.075351,1.973867,1.480394,2.208781,2.249187,1.976976,2.968456
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051146_anat_thickness.nii.gz,NYU_0051146,0.008225,0.501891,0.10258,0.000252,0.002118,0,0.000011,0,0,0,0.000579,2.124615,4.53439,0,0,0.021152,0,0.00643,1.157383,0.101118,0.000093,0.001715,0,0.000017,0,2.291479,5.039981,0.000375,0.022878,0,0.019783,0,0.002577,0.000086,0,2.065264,1.58942,1.103869,3.076269,2.754056,1.918113,2.71438,2.223254,1.834281,2.649627,2.011091,2.123009,2.717581,1.899466,1.27793,2.13641,1.850082,2.079686,1.01574,1.390495,2.150927,1.564802,1.673715,3.090903,1.978731,1.777697,1.113046,2.311883,1.848902,1.439387,3.037206,1.692647,1.835144,1.267274,3.590392,3.0416,2.304579,2.902944,2.29263,1.81355,2.60459,2.150798,2.380227,2.531895,1.938576,1.223254,2.44761,2.427611,2.178156,1.414905,1.313827,2.3633,1.598487,1.968443,2.525519,2.160779,1.874615,1.086826,2.608062,1.938613,1.621552,3.202416
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051147_anat_thickness.nii.gz,NYU_0051147,0.003321,0.821161,0.077066,0.000072,0.004011,0.000001,0.000014,0,0,0,0.000254,1.802996,3.549755,0,0.001311,0.011002,0,0.002748,1.068567,0.065493,0.000053,0.00286,0.000011,0,0,1.749474,4.165892,0.012853,0.017665,0,0.015023,0.000284,0.000427,0,0,2.280701,1.835389,0.960342,3.431981,3.336409,1.944224,3.29772,2.395221,2.015268,2.958715,2.022026,2.737143,2.784694,1.370193,1.126533,2.325821,2.301591,1.854342,0.858411,1.477205,2.088024,1.751257,1.776112,3.168402,2.128999,1.796858,1.257152,1.826236,2.161311,1.812405,3.138143,2.707715,1.843345,1.246269,3.442964,3.827067,2.01806,3.264084,2.515035,1.833515,3.048217,2.282468,3.018322,2.650954,1.371595,1.299928,2.357782,2.388295,2.10802,0.989217,1.532427,2.389987,1.788107,2.013509,3.493857,2.513338,1.991171,1.232021,1.970304,1.863224,1.821172,3.318166
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051148_anat_thickness.nii.gz,NYU_0051148,0.010736,0.645586,0.101869,0.000035,0.002982,0,0.000008,0,0,0,0.000421,1.856318,3.725134,0,0.000052,0.014277,0,0.011003,0.486453,0.086394,0.000069,0.001443,0,0.000005,0,1.782884,3.730503,0.000123,0.013507,0,0.01012,0,0.006187,0.00032,0,2.111523,1.509714,1.144943,3.333338,2.676957,1.898407,2.441695,2.100803,1.970434,2.147952,1.905935,2.437677,2.272157,2.231673,0.962771,2.065275,1.840474,1.562675,1.440622,0.844133,1.983297,1.190984,1.80376,3.220284,1.740597,1.634419,0.938712,1.725381,1.575542,1.132118,2.476008,1.925173,1.518674,1.346268,3.839413,3.004279,2.139257,2.571489,2.417508,1.82789,2.263729,2.269671,2.488873,2.055186,2.128161,1.045622,1.794446,2.211892,1.907948,1.507458,0.868593,2.242601,1.047238,1.825886,2.966478,1.820498,1.622677,0.949477,1.750086,1.649904,1.261101,2.598752
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051149_anat_thickness.nii.gz,NYU_0051149,0.007797,0.77446,0.099484,0.000024,0.00186,0.000003,0.000021,0,0,0,0.000125,1.882576,4.260421,0,0.000057,0.031301,0,0.005412,0.328736,0.084313,0,0.003597,0.000007,0.000033,0,1.918485,4.290827,0.008453,0.032835,0,0.020723,0.001979,0.004099,0.000047,0,2.522372,1.879675,1.109832,3.22998,2.826178,1.625054,2.794635,2.380727,2.016869,2.400767,2.425757,2.550516,2.762961,2.387262,1.399491,1.843514,2.256139,2.162729,1.037349,1.317566,2.351183,1.467959,1.803389,3.312474,2.233557,2.055849,1.141202,2.272129,1.729973,1.651431,2.751409,2.503909,2.021079,1.118576,3.062704,3.386864,2.148021,3.473766,2.446852,1.753325,2.5778,2.155083,2.480791,2.645655,2.523076,1.10561,2.333096,2.544908,2.138003,1.206889,1.34309,2.420209,1.5453,1.821149,3.396831,2.508777,2.089219,1.15428,2.438242,2.120664,1.923189,2.632169
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051150_anat_thickness.nii.gz,NYU_0051150,0.011785,0.891947,0.060403,0.00001,0.004245,0.000006,0,0,0,0,0.000123,2.286708,4.253625,0,0.000636,0.027382,0,0.008403,1.155775,0.053192,0.000005,0.002833,0.000031,0.000033,0,2.231894,4.709722,0.026791,0.033097,0,0.016396,0.001315,0.000004,0,0,2.746407,1.87503,1.17447,2.93807,2.750383,2.229516,2.687549,2.134512,1.886821,2.472419,1.824839,2.310695,2.593782,2.028035,1.185931,2.187904,1.912255,2.009581,1.293182,1.269329,2.296999,1.455227,2.009425,3.441083,2.174962,1.941147,1.139449,2.002469,1.943358,2.461045,3.271882,2.364701,1.613203,1.346438,2.938635,2.722853,2.213753,2.824183,2.331009,1.776623,2.313015,1.97976,2.557287,2.391013,2.153126,1.205946,2.375558,2.221142,2.135405,1.603648,1.310061,3.001917,1.553486,1.97228,3.637202,2.072971,1.974592,1.197685,1.85695,1.874438,1.842803,3.145886
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051151_anat_thickness.nii.gz,NYU_0051151,0.005687,0.703268,0.099979,0.000029,0.00179,0,0.000015,0,0,0,0.000433,1.981963,3.850888,0,0.001863,0.023592,0,0.003841,0.462435,0.07185,0.000111,0.001859,0,0.000009,0,2.104508,3.455161,0.001283,0.018962,0,0.01444,0,0.003131,0,0,2.186714,1.604153,1.088745,3.750825,3.015883,1.714527,2.660205,2.46712,1.659373,2.679876,1.744164,2.429644,2.828374,2.472622,1.235028,2.210462,1.8835,1.950653,0.965171,1.103474,2.08923,1.457694,1.767881,3.251836,2.118625,1.763434,1.003056,2.460368,1.516831,1.842008,2.584227,2.163985,1.574247,1.389266,3.387864,3.142947,1.972474,2.793911,2.279862,1.915081,2.640229,2.020713,2.839989,2.563749,2.282689,1.392338,2.188203,2.401002,2.028396,1.435575,1.187039,2.570964,1.559954,1.99051,2.567992,2.167275,1.820163,0.971605,1.977933,1.431827,1.221658,2.648286
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051152_anat_thickness.nii.gz,NYU_0051152,0.005015,0.327954,0.107172,0.000009,0.004018,0,0,0,0,0,0.000116,1.820077,3.461912,0,0.002999,0.007323,0,0.003096,0.357394,0.093084,0.000028,0.002081,0,0.000024,0,1.918434,3.785078,0.000098,0.004903,0,0.016048,0,0.003304,0.000037,0,1.926326,1.501137,1.56264,3.295259,3.273752,1.764199,2.740446,2.104368,1.863054,2.610925,2.445411,2.54666,2.57766,2.592338,1.281414,1.747955,2.413143,1.997682,1.885809,1.233264,2.220569,1.349886,1.924845,3.036972,2.046783,1.744539,1.156817,2.161576,1.776504,1.70342,2.606278,1.85396,1.560157,1.579144,3.364608,3.213926,2.343057,2.748247,2.291656,2.048393,2.572941,2.326282,2.332871,2.349518,2.440682,1.193801,2.240567,2.419492,2.221714,1.907281,1.222094,2.33095,1.298299,1.962584,2.437623,2.147043,1.846969,1.044106,2.091273,2.003321,1.878621,3.007014
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051153_anat_thickness.nii.gz,NYU_0051153,0.008196,0.728725,0.134722,0.000208,0.003565,0,0,0,0,0,0.000741,1.969182,3.42362,0,0,0.020569,0,0.004594,0.263346,0.107276,0.000118,0.001668,0,0.000003,0,2.098382,3.595088,0.000636,0.017611,0,0.02302,0,0.001753,0.000105,0,2.151699,1.552947,1.092743,3.554017,3.328835,2.402951,2.874055,2.84653,1.875559,2.677946,2.30241,2.491289,2.86729,2.618972,1.154623,2.188632,2.249266,1.903185,1.4665,1.300979,2.149673,1.620482,1.803857,3.168234,1.806182,1.541701,1.044926,2.291248,2.05589,1.982029,2.725255,1.924168,1.50705,1.272569,3.237671,3.599849,2.581018,3.097471,2.6055,1.857826,2.783421,2.355651,2.800916,2.922949,2.988023,1.395764,2.642424,2.469763,2.105602,1.617309,1.384145,2.134733,1.648171,1.873898,2.7812,1.874312,1.812906,0.971624,2.599825,2.045776,2.110366,3.085739
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051154_anat_thickness.nii.gz,NYU_0051154,0.01667,1.425699,0.057613,0.000016,0.00151,0,0.000047,0,0,0,0.000119,1.981767,3.625027,0,0,0.018931,0,0.014948,0.433539,0.038415,0.000005,0.002101,0.000002,0.000096,0,1.837009,3.778673,0.006579,0.016891,0,0.011513,0,0.000298,0,0,2.255795,1.649729,1.204371,3.341228,2.684437,1.834097,2.454996,2.107399,1.894934,2.24711,2.049216,2.229822,2.369214,2.164864,1.179174,2.044292,2.114768,1.669451,1.234054,1.129929,2.108356,1.480664,1.666493,3.144749,1.911726,1.847959,1.003704,2.021605,1.413716,1.835453,2.702699,1.736501,1.684703,1.045599,3.035867,2.572889,1.918669,2.810178,2.242895,1.756402,2.009641,1.890222,2.613504,2.305281,2.035454,1.232246,1.684761,1.875312,1.737783,1.443843,1.172809,2.314715,1.48453,1.796255,2.873329,1.71348,1.823784,0.926465,1.888778,1.644408,1.751337,2.96525
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051155_anat_thickness.nii.gz,NYU_0051155,0.011909,1.640342,0.104705,0.000253,0.002036,0,0,0,0,0,0.002147,2.030829,3.824847,0,0.000442,0.016,0,0.008851,0.650733,0.105391,0.000153,0.001414,0,0.000093,0,2.052306,3.957304,0.003903,0.018503,0,0.005245,0,0.009737,0,0,2.172363,1.791298,1.502094,3.236234,2.858841,2.103752,2.862098,2.351224,2.174924,2.526662,2.401152,2.30115,2.973709,2.682049,1.249837,1.920719,2.115844,2.082893,1.786005,1.424626,2.26918,1.581696,1.881552,2.944989,2.354649,1.822584,1.33523,2.311176,2.250624,2.080351,2.932734,1.929089,1.748266,1.710928,3.175979,3.17839,2.358383,2.840754,2.346556,2.243145,2.51775,2.490612,2.409394,2.707217,2.148566,1.345409,2.077866,2.255841,1.933795,2.113984,1.487461,2.35619,1.708216,1.926983,2.692786,2.492255,1.821418,1.280556,2.198987,2.00903,1.800307,3.09882
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051156_anat_thickness.nii.gz,NYU_0051156,0.009012,1.501092,0.08919,0.000034,0.002902,0,0,0,0,0,0.000061,2.147509,4.271637,0,0.000643,0.023442,0,0.008036,0.578728,0.066363,0,0.002966,0,0.000012,0,1.983038,4.093544,0.002096,0.015139,0,0.004615,0.00561,0.002852,0,0,2.335424,1.647111,1.095678,3.349756,2.974568,1.701694,2.592876,2.238002,1.6766,2.611897,2.312896,2.491972,2.445132,2.469214,1.302997,1.83738,2.356511,1.786842,1.070947,1.33417,1.986921,1.523521,1.642627,3.159288,1.935044,1.821603,1.056956,2.17369,1.887954,1.782065,2.570928,1.942821,1.839902,1.466862,2.687176,2.861123,1.606186,2.54347,2.098109,1.715886,2.556793,2.184385,2.625158,2.162332,2.143738,1.259428,1.869934,2.779594,2.179093,1.188973,1.233432,2.247891,1.568574,1.666183,2.908211,2.138142,1.924107,1.09744,2.015997,1.66938,1.61022,2.656005
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/NYU_0051159_anat_thickness.nii.gz,NYU_0051159,0.008208,1.178301,0.097605,0.000008,0.001971,0,0.000007,0,0,0,0.000082,1.867623,3.63474,0,0.000074,0.010731,0,0.006503,0.469547,0.078775,0,0.001846,0,0.000019,0,1.998657,3.42477,0.001516,0.017294,0,0.001928,0,0.004328,0,0,1.923649,1.851147,1.445997,3.059403,3.352653,2.697422,3.029381,2.647428,2.100458,2.137128,2.066385,1.993047,2.932276,2.517751,1.540583,2.329901,2.254663,2.225937,1.572332,1.356035,2.404024,1.813027,2.351698,3.212481,2.493139,2.082374,1.317723,2.32084,2.203773,1.629999,2.581629,1.646347,1.776918,1.725049,2.810584,3.456302,2.570558,2.939796,2.903445,2.101053,2.478433,2.222639,2.161068,2.766763,2.43293,1.541043,2.248329,2.496794,2.392068,1.688904,1.226718,2.77336,1.65221,2.328712,2.716498,2.517397,2.215993,1.442232,2.130877,1.916054,1.287238,2.793798
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050142_anat_thickness.nii.gz,OHSU_0050142,0.011457,1.591595,0.107091,0.000013,0.002172,0,0,0.000016,0,0,0.000087,2.36419,5.304337,0,0,0.018826,0,0.003115,1.588234,0.096099,0.000068,0.002746,0.000002,0,0,2.109408,5.531552,0.001139,0.010742,0,0.016247,0,0.011363,0,0,2.976624,1.88945,1.498075,3.598784,2.71721,2.103522,2.513705,2.993782,2.276141,2.379511,2.021132,2.281292,2.780848,2.219877,1.674442,2.172637,2.085549,1.724271,1.263407,1.39482,2.917661,1.870352,2.427344,2.819522,2.112589,2.201495,1.413086,2.262777,2.04304,1.678354,3.386015,2.312567,1.999077,1.724642,3.768114,2.957516,2.488562,3.189061,2.761341,2.484569,2.490909,2.076029,2.649235,2.860036,2.203075,1.508701,2.575016,1.946105,1.921613,1.618781,1.507567,2.834592,1.95586,2.397471,2.726158,2.213487,2.178827,1.53111,2.445979,2.045532,1.537793,3.54947
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050143_anat_thickness.nii.gz,OHSU_0050143,0.017239,1.798386,0.108873,0.000002,0.002277,0.000003,0,0,0,0,0.000006,2.225347,4.867039,0,0,0.006509,0,0.010696,0.723817,0.092759,0,0.002181,0.000003,0,0,2.260619,5.109304,0.001056,0.003453,0,0.007454,0.00068,0.008332,0.000225,0,2.902813,1.873134,1.466775,4.806764,3.591062,2.061097,3.38187,2.822406,2.130822,2.720538,2.096417,2.377385,3.26555,2.340552,1.834209,2.270232,2.064682,1.802246,1.05935,1.348643,2.790355,1.821112,2.234068,3.749828,2.31818,2.254319,1.367085,2.550628,2.132301,1.97824,3.677023,2.388789,2.003485,1.659486,5.087192,3.745367,2.420171,3.512526,2.700635,2.281529,2.77525,2.407801,3.230037,3.215336,1.924971,1.672396,2.333154,2.332485,1.967958,1.548642,1.397356,2.802926,1.812027,2.34278,2.868188,2.397803,2.425917,1.347095,2.616121,2.099919,1.70137,3.68116
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050144_anat_thickness.nii.gz,OHSU_0050144,0.006127,0.830858,0.149678,0.000005,0.006331,0,0,0,0,0,0.000006,2.359803,4.871472,0,0.002809,0.020122,0,0.012444,0.61796,0.131444,0,0.002959,0,0,0,2.517451,4.764895,0,0.014361,0,0.022646,0,0.014294,0.000026,0,2.894509,1.830297,1.813842,4.643058,3.306362,2.425859,3.474747,3.372961,2.279084,2.44828,3.082213,2.351515,3.586301,2.063341,1.596463,2.208755,2.034372,1.99424,1.90431,1.566675,2.972421,1.750213,2.776819,3.836568,2.334455,2.23438,1.508898,2.547165,2.419579,2.119716,4.31758,2.46429,2.110263,1.897193,4.253479,3.810429,2.823831,3.572037,3.505177,2.555162,2.971502,2.916894,3.027947,3.25717,2.876232,1.796722,2.137656,2.290324,2.300081,1.77427,1.707102,3.082157,1.951889,2.760037,3.130339,2.168708,2.31403,1.554813,2.608218,2.261083,1.672602,4.400113
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050145_anat_thickness.nii.gz,OHSU_0050145,0.013756,0.890529,0.111112,0.00004,0.003094,0,0,0,0,0,0.000066,2.142157,4.124011,0,0.001136,0.012554,0,0.02383,0.992944,0.113435,0.000008,0.002272,0,0.000008,0,2.299888,4.556738,0.004988,0.015602,0,0.009108,0,0.00306,0.000603,0,2.55684,2.024114,1.906899,3.078132,3.197281,2.812466,3.116677,3.18701,2.652734,2.633245,2.354056,2.078887,3.229586,1.818244,1.607718,2.28074,2.473545,2.150302,1.95877,1.440526,2.590895,1.723877,2.732852,3.381139,2.711873,2.147956,1.969808,2.497181,2.381903,2.100429,3.163745,2.684486,2.053782,2.013074,3.591695,3.758015,3.108344,3.653516,3.208687,2.635335,2.872462,2.529409,2.809145,3.335922,2.495461,1.65909,2.373072,2.617877,2.363511,1.919516,1.48783,3.035027,1.829274,2.892957,3.237698,2.658238,2.513961,1.74189,2.623238,2.327593,2.265485,3.346444
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050146_anat_thickness.nii.gz,OHSU_0050146,0.012798,0.897502,0.104624,0.000111,0.002023,0,0,0,0,0,0.000749,2.185641,4.564085,0,0,0.019779,0,0.006049,1.356915,0.076138,0.000292,0.003123,0,0,0,2.405989,5.683748,0.000108,0.01636,0,0.011819,0,0.000433,0,0,3.369769,2.041049,1.636505,4.030017,3.169182,2.653397,3.403294,3.041678,2.327394,2.753308,2.02925,2.485605,3.687257,1.854257,1.597788,2.273655,2.567222,2.366231,1.294975,1.622475,2.986288,2.05618,2.723618,3.818244,2.495548,2.167402,1.580576,2.665485,2.470913,1.936953,3.933544,3.266416,2.096741,1.713389,4.790656,3.627476,3.029705,3.65429,2.923222,2.572432,3.055561,2.579918,2.873174,3.411261,2.248637,1.538683,2.34083,2.887052,2.339989,1.550758,1.647604,3.322594,1.946162,2.595462,3.638982,2.561269,2.19253,1.634398,2.335017,2.710487,2.143182,4.308581
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050147_anat_thickness.nii.gz,OHSU_0050147,0.009196,1.088464,0.153866,0.00005,0.003631,0,0,0.000054,0,0,0.000308,2.357232,4.506392,0,0.002249,0.012523,0,0.008248,0.756345,0.131136,0.000046,0.003373,0.000004,0.000007,0,2.32691,4.481007,0.001861,0.015395,0,0.003921,0,0.00695,0.000035,0,2.9412,2.168998,1.699919,4.194702,3.8416,2.368441,3.478861,2.850926,2.287988,3.129942,2.55134,2.972755,3.344606,2.44816,2.006092,2.209005,2.287215,2.249794,1.41731,1.590492,3.172634,2.00555,2.359098,3.335671,2.409885,2.428244,1.66395,2.535374,2.272095,2.282275,3.621794,3.006731,2.227861,1.956664,3.961345,3.963352,3.032119,3.686843,3.221221,2.655797,3.003196,2.633805,3.063172,3.24817,2.623797,2.127217,2.40414,2.699855,2.360645,2.189474,1.793739,3.3408,2.047594,2.598895,3.529735,2.539353,2.548168,1.845701,2.877991,2.503869,2.375144,3.855678
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050148_anat_thickness.nii.gz,OHSU_0050148,0.009448,0.656156,0.117213,0.000016,0.002488,0.000011,0.000003,0,0,0,0.000023,2.096358,4.250484,0,0.002173,0.007024,0,0.010199,0.928428,0.110348,0.000003,0.001741,0,0,0,2.328828,4.653157,0.005511,0.010589,0,0.00783,0,0.006309,0.000197,0,2.386161,2.083812,1.98185,3.670969,3.304924,2.401782,3.283075,2.734278,2.293744,2.663946,2.468275,2.655156,3.096706,2.404357,1.935618,1.975993,2.076764,2.103268,1.849442,1.639151,2.677304,2.002887,2.526744,3.434136,2.298519,2.416027,1.634836,2.250567,2.258324,1.946965,3.028094,2.710614,2.178753,2.020602,4.264393,3.571076,2.852075,3.38745,2.876901,2.319623,2.890309,2.608869,2.665412,3.011901,2.446082,1.762079,2.302131,2.182178,2.031297,1.964921,1.447554,2.993393,1.799213,2.447959,3.641,2.287518,2.344668,1.566831,2.332434,2.27122,1.608804,3.440168
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050149_anat_thickness.nii.gz,OHSU_0050149,0.011178,2.24852,0.119198,0.000683,0.002493,0,0.000003,0,0,0,0.001427,1.951541,4.294212,0,0,0.006066,0,0.013858,0.732875,0.121402,0.000014,0.002414,0,0,0,2.165105,4.636107,0.001275,0.00751,0,0.015685,0.000484,0.01003,0.000274,0,2.94582,2.169068,1.840213,4.66243,3.30031,2.705642,3.491447,2.826715,2.562854,2.50887,2.627422,2.206583,3.278081,2.404182,2.107886,2.095754,2.503402,2.144744,1.883478,1.712618,2.78975,2.04211,2.92061,3.77888,2.761595,2.566991,1.934237,2.803424,2.177865,2.323329,3.309606,2.876601,2.444161,2.012807,4.577069,3.583116,2.744748,3.747895,3.108496,2.788016,2.735053,2.690786,2.636142,3.178256,2.416041,1.929266,2.506237,2.588755,2.21537,2.2524,1.780415,2.879595,2.073825,3.063144,3.309601,2.947465,2.598316,1.872679,2.658227,2.334851,1.746935,3.627575
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050150_anat_thickness.nii.gz,OHSU_0050150,0.007255,1.52739,0.160159,0.00001,0.002501,0,0.000008,0,0,0,0.000227,2.059637,4.712545,0,0.001243,0.007563,0,0.005856,1.065661,0.120231,0.000082,0.001706,0,0.000007,0,1.95112,4.627394,0.000402,0.010741,0,0.02505,0,0.009617,0.002447,0,2.769231,2.461572,2.225693,3.93055,3.630045,2.797023,3.380155,3.140399,2.58956,2.812492,2.656853,2.321711,3.27928,2.324721,2.144359,2.249041,2.250659,2.232664,1.954613,1.810935,2.834674,2.065551,3.256274,3.653071,2.835147,2.478645,1.981947,2.359539,2.427415,2.191944,3.596132,2.47032,2.046432,2.370167,3.896521,3.79967,2.948456,3.413133,3.122578,2.528226,2.617576,2.949063,2.530675,3.138356,2.514527,2.048867,2.401974,2.572362,2.205692,2.455929,1.621571,2.8952,1.981402,3.240168,3.225069,2.301003,2.278766,1.824178,2.617305,2.513579,1.807286,3.729101
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050152_anat_thickness.nii.gz,OHSU_0050152,0.014352,0.739673,0.120569,0.000001,0.001689,0.000003,0,0,0,0,0.000182,2.163493,4.806592,0,0.000219,0.012749,0,0.014921,0.538942,0.091734,0.000045,0.00203,0.000003,0,0,2.160319,4.446762,0.001826,0.012557,0,0.013829,0,0.009681,0.000497,0,2.416906,2.010172,1.896161,4.419728,3.903705,2.819207,3.591536,3.122803,2.708032,2.83139,2.929317,2.819789,3.40055,2.197039,2.354762,2.364125,2.321102,2.278967,1.629813,1.599609,2.967319,1.943503,3.007956,3.375459,2.334412,2.552182,1.861985,2.658434,2.34823,1.745241,3.769775,2.384414,2.088439,1.861411,4.097464,4.172077,3.01121,3.880798,3.16968,2.605409,2.697295,2.844312,2.915428,3.27608,2.628378,1.939347,2.812238,2.294608,2.333467,1.803073,1.696571,3.115725,1.963253,2.807817,3.033811,2.644505,2.568726,1.878163,2.597936,2.35088,1.930768,3.959894
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050153_anat_thickness.nii.gz,OHSU_0050153,0.01091,1.062034,0.120875,0,0.00233,0,0.000004,0,0,0,0.000002,1.91931,3.971692,0,0,0.017039,0,0.005,0.493502,0.081375,0.000001,0.002479,0,0,0,2.061024,4.042532,0,0.008183,0,0.012818,0,0.002269,0.000019,0,2.882208,1.994769,1.670213,2.862787,3.33489,2.393871,2.699081,3.251055,2.292838,2.838246,2.132056,2.818163,3.091872,2.770155,1.780174,2.256488,2.148902,2.08571,1.340357,1.450834,2.481135,1.831439,2.796831,3.59528,2.496816,2.600397,1.646851,2.112276,2.080908,1.632254,3.371012,2.640285,2.159909,2.043151,3.751596,3.798012,2.83596,3.292772,3.291075,2.373922,2.659159,2.814315,3.018565,3.30954,2.858276,1.743481,2.336187,2.455252,2.331521,1.658492,1.657419,2.925096,1.820292,2.524005,2.97746,2.559059,2.669557,1.672216,2.289423,2.264244,1.548692,3.644982
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050155_anat_thickness.nii.gz,OHSU_0050155,0.003774,0.426275,0.124923,0.000104,0.001987,0,0,0,0,0,0.000197,2.217847,4.781116,0,0,0.016087,0,0.002858,0.452928,0.115262,0.000171,0.001674,0,0,0,2.270141,4.963838,0.000762,0.011356,0,0.003752,0,0.012286,0.00002,0,2.609836,1.89988,1.263484,4.500764,3.58042,2.156628,3.109669,2.921298,1.813881,2.62658,2.026639,2.788344,2.966013,2.500622,1.36918,2.391134,1.736858,1.605437,1.248074,1.334676,2.698597,1.637311,2.084504,3.745206,2.242792,2.268016,1.169615,2.345148,2.076362,2.050815,3.753494,2.617657,2.09856,1.657314,4.033874,3.543851,2.367169,3.343657,2.887391,2.00777,2.658807,2.195298,3.205976,3.120994,2.255091,1.392677,2.264997,2.093105,1.750544,1.378844,1.406317,3.047619,1.488248,2.236119,3.068622,2.291706,2.242567,1.30686,2.394066,2.048619,2.031432,4.111876
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/OHSU_0050156_anat_thickness.nii.gz,OHSU_0050156,0.008378,0.756022,0.114556,0.000018,0.002217,0,0,0,0,0,0.000057,2.319733,4.69399,0,0,0.021699,0,0.009791,0.510965,0.12678,0,0.001495,0.000014,0.000018,0,2.215163,4.887007,0.006907,0.019938,0,0.020363,0,0.001809,0,0,2.724756,1.877551,1.537769,4.397256,3.559065,2.137748,3.27753,3.152749,2.219842,2.331714,2.742447,1.857864,3.159182,1.879362,1.575452,2.168476,2.235665,1.890704,1.432836,1.270223,2.673639,1.572881,2.066779,3.280091,1.984927,2.079568,1.120521,2.54595,1.908378,2.035605,3.672612,2.236454,1.981857,1.715575,4.643813,3.976806,2.232622,3.595043,3.103443,2.39051,2.568221,3.28103,2.470526,3.030163,2.299061,1.556975,2.447187,2.47817,2.207719,1.917015,1.282404,2.875219,1.604946,2.226602,3.033603,2.386438,2.13792,1.212814,2.756593,2.187093,1.910875,3.748681
